iModulon,Gene
Capsule,wcaL
Capsule,wcaK
Capsule,wzxC
Capsule,wcaJ
Capsule,cpsG
Capsule,cpsB
Capsule,wcaI
Capsule,gmm
Capsule,fcl
Capsule,gmd
Capsule,wcaF
Capsule,wcaE
Capsule,wcaD
Capsule,wcaC
Capsule,wcaB
Capsule,wcaA
Capsule,wzc
Capsule,wzb
Capsule,wza
Capsule,yghA
Capsule,bacA
Capsule,crp
Capsule,yiaA
Capsule,yiaB
Capsule,yigG
Capsule,yjbE
Capsule,yjbF
Capsule,yjbG
Capsule,yjbH
Capsule,ysaB
ytiC,ytiC
ytiC,ytiD
ROS TALE Del-2,tdk
ROS TALE Del-2,adhE
ROS TALE Del-2,ychE
ROS TALE Del-2,oppA
ROS TALE Del-2,oppB
ROS TALE Del-2,oppC
ROS TALE Del-2,oppD
ROS TALE Del-2,oppF
ROS TALE Del-2,insZ
UC-5,mog
UC-5,opgE
UC-5,gfcA
UC-5,pdeR
UC-5,ruvA
UC-5,yohD
UC-5,hydN
UC-5,ascF
UC-5,ascB
UC-5,ugpB
UC-5,waaH
UC-5,rho
UC-5,paeA
UC-5,mcrC
UC-5,icdC
FlhDC-1,csgC
FlhDC-1,ymdA
FlhDC-1,flgM
FlhDC-1,flgA
FlhDC-1,flgB
FlhDC-1,flgC
FlhDC-1,flgD
FlhDC-1,flgE
FlhDC-1,flgI
FlhDC-1,flgJ
FlhDC-1,flgL
FlhDC-1,ynjH
FlhDC-1,flhE
FlhDC-1,flhA
FlhDC-1,flhB
FlhDC-1,tar
FlhDC-1,yecR
FlhDC-1,fliA
FlhDC-1,fliC
FlhDC-1,fliD
FlhDC-1,fliS
FlhDC-1,fliT
FlhDC-1,fliE
FlhDC-1,fliG
FlhDC-1,fliH
FlhDC-1,fliN
FlhDC-1,fliO
FlhDC-1,fliP
FlhDC-1,fliQ
FlhDC-1,fliR
FlhDC-1,rcsA
FlhDC-1,yedN
Putrescine,puuP
Putrescine,puuA
Putrescine,puuD
Putrescine,puuR
Putrescine,puuC
Putrescine,puuB
Putrescine,puuE
Putrescine,ymjE
ppGpp,rpsT
ppGpp,folK
ppGpp,pcnB
ppGpp,mltD
ppGpp,gpt
ppGpp,queA
ppGpp,thiI
ppGpp,apt
ppGpp,gsk
ppGpp,miaB
ppGpp,rhlE
ppGpp,rlmF
ppGpp,rimO
ppGpp,rlmC
ppGpp,lysO
ppGpp,infA
ppGpp,cmk
ppGpp,pyrD
ppGpp,murJ
ppGpp,rluC
ppGpp,potB
ppGpp,potA
ppGpp,hflD
ppGpp,mnmA
ppGpp,rluB
ppGpp,pyrF
ppGpp,yciH
ppGpp,dbpA
ppGpp,ydgK
ppGpp,rsxA
ppGpp,rsxB
ppGpp,punC
ppGpp,ydiY
ppGpp,tsaB
ppGpp,mntP
ppGpp,plaP
ppGpp,yegD
ppGpp,trhP
ppGpp,dusC
ppGpp,mepS
ppGpp,yojI
ppGpp,fadL
ppGpp,upp
ppGpp,rlmN
ppGpp,ndk
ppGpp,suhB
ppGpp,yfhL
ppGpp,srmB
ppGpp,queD
ppGpp,rpsU
ppGpp,rlmG
ppGpp,secG
ppGpp,yhbE
ppGpp,rpmA
ppGpp,rplU
ppGpp,dusB
ppGpp,fis
ppGpp,tusA
ppGpp,yhhQ
ppGpp,pyrE
ppGpp,rph
ppGpp,rpmH
ppGpp,rnpA
ppGpp,yidC
ppGpp,mnmG
ppGpp,epmA
ppGpp,holD
ppGpp,rimI
ppGpp,ygiQ
ppGpp,yidD
Glycolate,glcA
Glycolate,glcB
Glycolate,glcG
Glycolate,glcD
Glycolate,glcF
Glycolate,glcE
PAL 26 Del,hyi
PAL 26 Del,rlmA
PAL 26 Del,cspC
PAL 26 Del,yobF
PAL 26 Del,yebO
PAL 26 Del,mgrB
PAL 26 Del,kdgR
PAL 26 Del,htpX
PAL 26 Del,prc
PAL 26 Del,proQ
PAL 26 Del,msrC
PAL 26 Del,letA
PAL 26 Del,letB
PAL 26 Del,rsmF
PAL 26 Del,yebV
PAL 26 Del,yebW
PAL 26 Del,pphA
PAL 26 Del,yebY
PAL 26 Del,yebZ
PAL 26 Del,yobA
PAL 26 Del,holE
PAL 26 Del,yobB
PAL 26 Del,exoX
PAL 26 Del,ptrB
PAL 26 Del,yebE
PAL 26 Del,yebF
PAL 26 Del,yebG
PAL 26 Del,purT
PAL 26 Del,eda
PAL 26 Del,edd
PAL 26 Del,zwf
PAL 26 Del,yebK
PAL 26 Del,pykA
PAL 26 Del,lpxM
PAL 26 Del,mepM
PAL 26 Del,kduD
PAL 26 Del,kduI
PAL 26 Del,gpr
PAL 26 Del,kdgK
PAL 26 Del,kdgT
PAL 26 Del,yiiM
PAL 26 Del,tabA
PAL 26 Del,yobH
LPS,ybbC
LPS,appY
LPS,ybfB
LPS,ymfD
LPS,iraM
LPS,sieB
LPS,trkG
LPS,ydcD
LPS,ydfO
LPS,gnsB
LPS,cspB
LPS,cspC
LPS,yobF
LPS,wbbK
LPS,wbbJ
LPS,wbbI
LPS,wbbH
LPS,glf
LPS,rfbX
LPS,rfbC
LPS,rfbA
LPS,yfdI
LPS,yfjW
LPS,ygeN
LPS,gadE
LPS,htrL
LPS,waaL
LPS,waaU
LPS,waaZ
LPS,waaY
LPS,waaJ
LPS,waaO
LPS,waaB
LPS,waaS
LPS,yigF
LPS,ghoS
LPS,yjgL
LPS,wbbL
LPS,ykgR
LPS,ytiD
LPS,ybgU
LPS,ynaM
LPS,ynfT
Arginine,carA
Arginine,carB
Arginine,caiF
Arginine,xynR
Arginine,argF
Arginine,dtpD
Arginine,artJ
Arginine,artM
Arginine,artQ
Arginine,artI
Arginine,artP
Arginine,hisP
Arginine,hisM
Arginine,hisQ
Arginine,hisJ
Arginine,argA
Arginine,argG
Arginine,argD
Arginine,asnA
Arginine,argE
Arginine,argC
Arginine,argB
Arginine,argH
Arginine,argI
Nickel/Cobalt,rcnR
Nickel/Cobalt,rcnA
IS5,insH1
IS5,insH2
IS5,insH3
IS5,insH6
IS5,insH8
IS5,insH10
IS5,insH11
IS5,treC
IS5,treB
NtrC-3,amtB
NtrC-3,rutG
NtrC-3,rutF
NtrC-3,rutE
NtrC-3,rutD
NtrC-3,rutC
NtrC-3,rutB
NtrC-3,rutA
NtrC-3,yedL
NtrC-3,nac
NtrC-3,argT
NtrC-3,hypA
NtrC-3,yqeB
NtrC-3,yqeC
NtrC-3,yhdW
NtrC-3,yhdX
NtrC-3,yhdY
NtrC-3,yhdZ
NtrC-3,yrhB
NtrC-3,mgtA
arcA/luxS KO,luxS
arcA/luxS KO,arcA
sdh KO,sdhC
sdh KO,sdhD
sdh KO,sdhA
sdh KO,sdhB
sdh KO,gnd
YmfT,fur
YmfT,sulA
YmfT,intE
YmfT,xisE
YmfT,ymfH
YmfT,ymfJ
YmfT,ymfT
YmfT,ymfL
YmfT,ymfM
YmfT,ymfN
YmfT,ymfR
YmfT,beeE
YmfT,jayE
YmfT,ymfQ
YmfT,icdC
Fnr-2,yaaJ
Fnr-2,iprA
Fnr-2,dcuC
Fnr-2,abrB
Fnr-2,ybiY
Fnr-2,fsaA
Fnr-2,yliI
Fnr-2,hcr
Fnr-2,hcp
Fnr-2,dmsA
Fnr-2,ycbJ
Fnr-2,wrbA
Fnr-2,ycfP
Fnr-2,ndh
Fnr-2,fnr
Fnr-2,uspF
Fnr-2,ydfZ
Fnr-2,ynfE
Fnr-2,bidA
Fnr-2,tqsA
Fnr-2,cnu
Fnr-2,ydhV
Fnr-2,ydhY
Fnr-2,ydjX
Fnr-2,yecH
Fnr-2,yehC
Fnr-2,glpA
Fnr-2,yfbS
Fnr-2,yfcC
Fnr-2,aegA
Fnr-2,grcA
Fnr-2,srlR
Fnr-2,hypA
Fnr-2,hypB
Fnr-2,hypC
Fnr-2,ygcN
Fnr-2,mocA
Fnr-2,yqgA
Fnr-2,hybO
Fnr-2,ttdR
Fnr-2,ubiT
Fnr-2,ubiU
Fnr-2,yhcC
Fnr-2,feoA
Fnr-2,feoB
Fnr-2,ysaA
Fnr-2,yidF
Fnr-2,ravA
Fnr-2,gldA
Fnr-2,nrfA
Fnr-2,dcuB
Fnr-2,ghoS
Fnr-2,aspA
Fnr-2,frdA
Fnr-2,mdtM
Fnr-2,yjjP
Fnr-2,yjjI
Fnr-2,blr
Fnr-2,cydX
Fnr-2,ghoT
Fnr-2,mntS
Fnr-2,yqiD
Microaerobic,hyaA
Microaerobic,hyaB
Microaerobic,hyaC
Microaerobic,hyaD
Microaerobic,hyaE
Microaerobic,hyaF
Cysteine-2,gsiC
Cysteine-2,gsiD
Cysteine-2,cysM
Cysteine-2,cysA
Cysteine-2,cysU
Cysteine-2,cysP
Cysteine-2,cysC
Cysteine-2,cysH
Cysteine-2,cysI
ydfW,fixX
ydfW,ydfW
ydfW,icdC
YcjW,metQ
YcjW,ycjM
YcjW,ycjN
YcjW,ycjO
YcjW,ycjP
YcjW,ycjQ
YcjW,ycjR
YcjW,ycjS
YcjW,ycjT
YcjW,ycjU
YcjW,ycjV
YcjW,ompG
YcjW,ycjW
YcjW,ynfM
YcjW,menI
YcjW,ydiJ
YcjW,ymjB
PAL Amp,galM
PAL Amp,galK
PAL Amp,galT
PAL Amp,galE
PAL Amp,yfjJ
PAL Amp,galR
PAL Amp,galP
PAL Amp,yhjY
PAL Amp,tag
PAL Amp,yiaC
PAL Amp,bisC
PAL Amp,yiaD
PAL Amp,ghrB
PAL Amp,yiaF
PAL Amp,yiaG
PAL Amp,cspA
PAL Amp,insJ
PAL Amp,glyS
PAL Amp,glyQ
PAL Amp,wecH
PAL Amp,bax
PAL Amp,avtA
PAL Amp,plaR
PAL Amp,yiaT
PAL Amp,yiaU
PAL Amp,yiaW
PAL Amp,aldB
PAL Amp,selB
PAL Amp,selA
PAL Amp,yibF
PAL Amp,yibJ
PAL Amp,yibG
PAL Amp,yibL
PAL Amp,trmL
PAL Amp,cysE
PAL Amp,gpsA
PAL Amp,secB
PAL Amp,grxC
PAL Amp,yibN
PAL Amp,gpmM
PAL Amp,envC
PAL Amp,yibQ
PAL Amp,waaH
PAL Amp,tdh
PAL Amp,kbl
PAL Amp,htrL
PAL Amp,rfaD
PAL Amp,waaF
PAL Amp,waaC
PAL Amp,waaU
PAL Amp,waaZ
PAL Amp,waaY
PAL Amp,waaJ
PAL Amp,waaO
PAL Amp,waaB
PAL Amp,waaS
PAL Amp,waaP
PAL Amp,waaG
PAL Amp,waaQ
PAL Amp,waaA
PAL Amp,coaD
PAL Amp,mutM
PAL Amp,yicR
PAL Amp,dfp
PAL Amp,dut
PAL Amp,slmA
PAL Amp,rph
PAL Amp,yicC
PAL Amp,dinD
PAL Amp,yicG
PAL Amp,ligB
PAL Amp,gmk
PAL Amp,rpoZ
PAL Amp,spoT
PAL Amp,trmH
PAL Amp,recG
PAL Amp,gltS
PAL Amp,yicH
PAL Amp,yicL
PAL Amp,nlpA
PAL Amp,nepI
PAL Amp,yicN
PAL Amp,adeQ
PAL Amp,ysaB
PAL Amp,yibT
PAL Amp,yicS
PAL Amp,yibV
PAL Amp,yibS
Propionate,prpB
Propionate,prpC
Propionate,prpD
Propionate,prpE
CP4-44,flu
CP4-44,yeeR
CP4-44,yeeS
CP4-44,yeeT
minicoli KOs,thiB
minicoli KOs,prfH
minicoli KOs,yagN
minicoli KOs,intF
minicoli KOs,betI
minicoli KOs,betT
minicoli KOs,codA
minicoli KOs,frmB
minicoli KOs,frmA
minicoli KOs,frmR
minicoli KOs,ddlA
minicoli KOs,tesA
minicoli KOs,allR
minicoli KOs,gcl
minicoli KOs,hyi
minicoli KOs,borD
minicoli KOs,ompT
minicoli KOs,ybdG
minicoli KOs,nfsB
minicoli KOs,uspG
minicoli KOs,rnk
minicoli KOs,rna
minicoli KOs,cspE
minicoli KOs,rlmF
minicoli KOs,rimO
minicoli KOs,ybjC
minicoli KOs,nfsA
minicoli KOs,rimK
minicoli KOs,ybjN
minicoli KOs,artI
minicoli KOs,artP
minicoli KOs,ycdX
minicoli KOs,ycdY
minicoli KOs,opgC
minicoli KOs,opgG
minicoli KOs,opgH
minicoli KOs,ynaJ
minicoli KOs,fnr
minicoli KOs,ttcA
minicoli KOs,rlhA
minicoli KOs,ydcY
minicoli KOs,marR
minicoli KOs,marA
minicoli KOs,marB
minicoli KOs,rspR
minicoli KOs,cspI
minicoli KOs,ynfB
minicoli KOs,pncA
minicoli KOs,dgcP
minicoli KOs,ftnA
minicoli KOs,yecF
minicoli KOs,yedD
minicoli KOs,wbbJ
minicoli KOs,wbbI
minicoli KOs,glf
minicoli KOs,rfbC
minicoli KOs,rfbA
minicoli KOs,rfbD
minicoli KOs,rfbB
minicoli KOs,yegD
minicoli KOs,trhP
minicoli KOs,yehS
minicoli KOs,yeiI
minicoli KOs,menE
minicoli KOs,menC
minicoli KOs,menB
minicoli KOs,menH
minicoli KOs,menD
minicoli KOs,yfcD
minicoli KOs,yfcE
minicoli KOs,folX
minicoli KOs,intS
minicoli KOs,yfdG
minicoli KOs,yfdH
minicoli KOs,rnlA
minicoli KOs,lhgD
minicoli KOs,gabD
minicoli KOs,gabT
minicoli KOs,stpA
minicoli KOs,queF
minicoli KOs,sdaC
minicoli KOs,sdaB
minicoli KOs,ygdG
minicoli KOs,rlmM
minicoli KOs,ygdD
minicoli KOs,gcvA
minicoli KOs,csdA
minicoli KOs,yggE
minicoli KOs,mscS
minicoli KOs,mqsA
minicoli KOs,mqsR
minicoli KOs,mdaB
minicoli KOs,ygiN
minicoli KOs,yqiH
minicoli KOs,rlmG
minicoli KOs,yhhX
minicoli KOs,yhiN
minicoli KOs,yiaD
minicoli KOs,ghrB
minicoli KOs,yiaF
minicoli KOs,cspA
minicoli KOs,bax
minicoli KOs,avtA
minicoli KOs,nepI
minicoli KOs,yidA
minicoli KOs,glnA
minicoli KOs,gltP
minicoli KOs,yjdM
minicoli KOs,lysU
minicoli KOs,ytfP
minicoli KOs,iadA
minicoli KOs,yjiX
minicoli KOs,gnsA
minicoli KOs,yecJ
minicoli KOs,wbbL
GadXW,glsA
GadXW,ybaT
GadXW,gadC
GadXW,gadB
GadXW,rcsB
GadXW,yhiM
GadXW,slp
GadXW,dctR
GadXW,yhiD
GadXW,hdeB
GadXW,hdeA
GadXW,hdeD
GadXW,gadE
GadXW,mdtE
GadXW,mdtF
GadXW,gadA
GadXW,aidB
GadXW,yjjU
GadXW,yjjV
Rhamnose,rhaM
Rhamnose,rhaD
Rhamnose,rhaA
Rhamnose,rhaB
Rhamnose,rhaS
Rhamnose,rhaR
Rhamnose,rhaT
Rhamnose,sgrT
UC-2,cra
UC-2,sfsA
UC-2,dxr
UC-2,yaiZ
UC-2,glsA
UC-2,ylbH
UC-2,glxK
UC-2,acrZ
UC-2,ybhC
UC-2,fsaA
UC-2,potH
UC-2,hcr
UC-2,cydD
UC-2,ycaR
UC-2,kdsB
UC-2,mukF
UC-2,aspC
UC-2,pepN
UC-2,zapC
UC-2,hyaA
UC-2,ymcE
UC-2,csgC
UC-2,yceM
UC-2,potB
UC-2,ompW
UC-2,abgA
UC-2,ldhA
UC-2,ydcV
UC-2,patD
UC-2,sra
UC-2,ydgH
UC-2,yodC
UC-2,yedI
UC-2,yedA
UC-2,cobT
UC-2,cobS
UC-2,yegR
UC-2,mrp
UC-2,yfaZ
UC-2,nuoK
UC-2,nuoJ
UC-2,nuoI
UC-2,dedA
UC-2,truA
UC-2,alaC
UC-2,glk
UC-2,maeB
UC-2,guaB
UC-2,ascG
UC-2,rpoS
UC-2,nlpD
UC-2,ygbE
UC-2,cysC
UC-2,queE
UC-2,rlmD
UC-2,gcvP
UC-2,yggR
UC-2,yggN
UC-2,hybC
UC-2,hldE
UC-2,ygiF
UC-2,yraR
UC-2,yhbO
UC-2,yrdB
UC-2,aroE
UC-2,kefG
UC-2,pabA
UC-2,trpS
UC-2,asd
UC-2,livJ
UC-2,ftsE
UC-2,ftsY
UC-2,yhhH
UC-2,bcsQ
UC-2,yhjR
UC-2,dppB
UC-2,xylB
UC-2,rbsD
UC-2,ilvY
UC-2,dapF
UC-2,yigA
UC-2,zraR
UC-2,yjaA
UC-2,pgi
UC-2,ghxP
UC-2,yjdI
UC-2,nsrR
UC-2,lptF
UC-2,yjjU
UC-2,yjjV
UC-2,lplA
UC-2,ytjB
UC-2,hokB
UC-2,yghX
UC-2,yneO
UC-2,ybgU
ydfB,ydfB
NrdR,sodB
NrdR,nrdH
NrdR,nrdI
NrdR,nrdE
NrdR,nrdF
NrdR,nrdG
NrdR,nrdD
Purine,purK
Purine,purE
Purine,folD
Purine,pyrC
Purine,purB
Purine,add
Purine,punC
Purine,ydiJ
Purine,purT
Purine,purF
Purine,cvpA
Purine,purC
Purine,purM
Purine,purN
Purine,glyA
Purine,purL
Purine,serA
Purine,xanP
Purine,adeP
Purine,purD
Purine,purH
Purine,ghxP
cyoB/ndh/nuoB KO-1,cyoB
cyoB/ndh/nuoB KO-1,ndh
cyoB/ndh/nuoB KO-1,nuoB
Fimbriae,thrA
Fimbriae,fimA
Fimbriae,fimI
Fimbriae,fimC
Fimbriae,fimD
Fimbriae,fimF
Fimbriae,fimG
Fimbriae,fimH
IS Elements-1,insH1
IS Elements-1,insA3
IS Elements-1,insF2
IS Elements-1,insE2
IS Elements-1,insH2
IS Elements-1,insH3
IS Elements-1,ymcE
IS Elements-1,insF4
IS Elements-1,insE4
IS Elements-1,pinR
IS Elements-1,ynaE
IS Elements-1,insD2
IS Elements-1,insC2
IS Elements-1,insH6
IS Elements-1,insD3
IS Elements-1,insC3
IS Elements-1,insH7
IS Elements-1,insH8
IS Elements-1,insD4
IS Elements-1,insC4
IS Elements-1,insH10
IS Elements-1,insH11
IS Elements-1,insI3
IS Elements-1,yohO
Cra,cra
Cra,adhE
Cra,ppsA
Cra,gapA
Cra,psuG
Cra,psuK
Cra,fruA
Cra,fruK
Cra,fruB
Cra,glk
Cra,fbaA
Cra,pgk
Cra,epd
Cra,nirB
Cra,gpmM
Cra,pfkA
Cra,fbp
Hot TALE 16,dgt
Hot TALE 16,bhsA
Hot TALE 16,ydiY
Hot TALE 16,yfdI
Hot TALE 16,gspG
Hot TALE 16,livF
Hot TALE 16,livG
Hot TALE 16,livM
Hot TALE 16,uspB
Hot TALE 16,ilvM
Hot TALE 16,metE
Hot TALE 16,metB
Hot TALE 16,metL
Hot TALE 16,frdD
Hot TALE 16,frdC
Hot TALE 16,frdB
Hot TALE 16,cpxP
Suf System,sufE
Suf System,sufS
Suf System,sufD
Suf System,sufC
Suf System,sufB
Suf System,sufA
PlaR,plaR
PlaR,yiaK
PlaR,yiaL
PlaR,yiaM
PlaR,yiaN
PlaR,yiaO
PlaR,lyxK
PlaR,sgbH
PlaR,sgbU
PlaR,sgbE
NO Stress,carB
NO Stress,hcr
NO Stress,hcp
NO Stress,fdnH
NO Stress,fdnI
NO Stress,yoaG
NO Stress,yeaR
NO Stress,hmp
NO Stress,ygbA
NO Stress,ubiC
NO Stress,ytfE
Maltose,malQ
Maltose,malP
Maltose,malS
Maltose,malG
Maltose,malF
Maltose,malE
Maltose,malK
Maltose,lamB
Maltose,malM
Tyr/Trp/Phe,aroP
Tyr/Trp/Phe,aroL
Tyr/Trp/Phe,yaiA
Tyr/Trp/Phe,trpC
Tyr/Trp/Phe,trpD
Tyr/Trp/Phe,trpE
Tyr/Trp/Phe,aroH
Tyr/Trp/Phe,tyrP
Tyr/Trp/Phe,tyrA
Tyr/Trp/Phe,aroF
Tyr/Trp/Phe,yfiL
Tyr/Trp/Phe,tyrB
GadX,ybaT
GadX,gadC
GadX,cnu
GadX,yhiM
GadX,hdeB
GadX,hdeA
GadX,mdtE
GadX,mdtF
GadX,aidB
Fatty Acid,fadE
Fatty Acid,fadR
Fatty Acid,fadJ
Fatty Acid,fadI
Fatty Acid,fadH
Fatty Acid,fadA
Fatty Acid,fadB
DhaR,ptsG
DhaR,dhaM
DhaR,dhaL
DhaR,dhaK
DhaR,manX
DhaR,manY
DhaR,manZ
DhaR,ptsI
DhaR,galP
DhaR,malT
DhaR,mtlA
DhaR,mtlD
DhaR,mtlR
pts KO,galT
pts KO,galE
pts KO,dhaM
pts KO,dhaL
pts KO,dhaK
pts KO,ptsH
pts KO,ptsI
pts KO,crr
pts KO,galP
pts KO,mtlA
pts KO,mtlD
pts KO,mtlR
pts KO,ybgU
gcvB,yafU
gcvB,yagL
gcvB,yagM
gcvB,matA
gcvB,yahL
gcvB,ybbC
gcvB,ylbH
gcvB,ybbD
gcvB,ybcK
gcvB,ybcV
gcvB,citR
gcvB,chiQ
gcvB,ybfB
gcvB,yccE
gcvB,iraM
gcvB,ycgX
gcvB,ycgY
gcvB,ynaI
gcvB,rcbA
gcvB,kilR
gcvB,ydcD
gcvB,yncI
gcvB,yddJ
gcvB,yddK
gcvB,yneK
gcvB,ynfN
gcvB,ydjO
gcvB,torY
gcvB,yehA
gcvB,elaD
gcvB,yfdF
gcvB,yfjI
gcvB,yfjJ
gcvB,ypjB
gcvB,ypjC
gcvB,yqeJ
gcvB,yqeK
gcvB,ygeF
gcvB,ygeG
gcvB,ygeH
gcvB,ygeK
gcvB,ygeL
gcvB,ygeN
gcvB,yhaB
gcvB,yhaC
gcvB,yhhZ
gcvB,yrhA
gcvB,yhhH
gcvB,yhiJ
gcvB,yhiS
gcvB,yibG
gcvB,bglG
gcvB,yigF
gcvB,yigG
gcvB,yiiE
gcvB,arpA
gcvB,yjbI
gcvB,yjbL
gcvB,yjbM
gcvB,yjcF
gcvB,ytfI
gcvB,yzfA
gcvB,yjgN
gcvB,ygaQ
gcvB,yedN
gcvB,yeeL
gcvB,ybfQ
gcvB,yniD
gcvB,ykfM
gcvB,yrhD
gcvB,yibV
gcvB,yjbS
gcvB,yibS
gcvB,yhiL
gcvB,ylcJ
gcvB,yncO
Glutarate,glaH
Glutarate,lhgD
Glutarate,gabD
Glutarate,gabT
Glutarate,gabP
entC/ubiC KO-2,entC
entC/ubiC KO-2,glsB
entC/ubiC KO-2,sad
entC/ubiC KO-2,proQ
entC/ubiC KO-2,ubiA
Oxidoreductase,ydhW
Oxidoreductase,ydhV
Oxidoreductase,ydhY
Oxidoreductase,feoA
Oxidoreductase,ynfO
UC-7,paoA
UC-7,ybdK
UC-7,uspG
UC-7,ybeL
UC-7,fiu
UC-7,bssR
UC-7,dacC
UC-7,ycaC
UC-7,cbpM
UC-7,cbpA
UC-7,yccJ
UC-7,wrbA
UC-7,yciG
UC-7,adhP
UC-7,flxA
UC-7,katE
UC-7,yebV
UC-7,flhD
UC-7,yodD
UC-7,hchA
UC-7,yohC
UC-7,kbp
UC-7,yghG
UC-7,yhjD
UC-7,yhjG
UC-7,yjdN
UC-7,yjdI
UC-7,yjdJ
UC-7,ghoS
UC-7,aidB
UC-7,yjfN
UC-7,ghoT
Efflux Pump,mdtI
Efflux Pump,mdtJ
Tryptophanase,tnaA
Tryptophanase,tnaB
crp KO-2,glpA
crp KO-2,glpB
crp KO-2,glpC
crp KO-2,crp
crp KO-2,glpK
crp KO-2,glpF
cyoB/ndh/nuoB KO-2,aceE
cyoB/ndh/nuoB KO-2,cyoB
cyoB/ndh/nuoB KO-2,cydA
cyoB/ndh/nuoB KO-2,ndh
cyoB/ndh/nuoB KO-2,ycfJ
cyoB/ndh/nuoB KO-2,xisR
cyoB/ndh/nuoB KO-2,menF
cyoB/ndh/nuoB KO-2,ubiC
cyoB/ndh/nuoB KO-2,ubiA
tpiA KO,phoE
tpiA KO,phoA
tpiA KO,ptsG
tpiA KO,nemR
tpiA KO,nemA
tpiA KO,gloA
tpiA KO,yqhD
tpiA KO,dkgA
tpiA KO,sbp
tpiA KO,tpiA
Phage Shock,pspA
Phage Shock,pspB
Phage Shock,pspC
Phage Shock,pspD
Phage Shock,spy
Phage Shock,pspG
Glyoxylate,aceB
Glyoxylate,aceA
Glyoxylate,aceK
CCK-PGI Del,intR
CCK-PGI Del,xisR
CCK-PGI Del,rcbA
CCK-PGI Del,racR
CCK-PGI Del,ydaS
CCK-PGI Del,ydaT
CCK-PGI Del,ydaU
CCK-PGI Del,ydaV
CCK-PGI Del,ydaW
CCK-PGI Del,trkG
CCK-PGI Del,ydaY
CCK-PGI Del,hiuH
CCK-PGI Del,sthA
CCK-PGI Del,ysaB
CCK-PGI Del,ynaM
Acetate,aldA
Acetate,mokB
Acetate,dicB
Acetate,mqo
Acetate,actP
Acetate,yjcH
Acetate,acs
Ile/Val,uhpA
Ile/Val,ilvN
Ile/Val,ilvB
Ile/Val,ymjB
UC-8,sfsA
UC-8,yaiA
UC-8,bolA
UC-8,asnB
UC-8,lsrR
UC-8,pphA
UC-8,fadL
UC-8,uspB
UC-8,ytfQ
